SpeciesID,Class,Order,Family,Genus,Species,Scientific names,WMostLong,EMostLong
Fis-23526,Actinopteri,Perciformes,Haemulidae,Haemulon,melanurum,Haemulon melanurum,-98,-34
Fis-58578,Actinopteri,Perciformes,Haemulidae,Plectorhinchus,vittatus,Plectorhinchus vittatus,32,-168
Fis-26964,Actinopteri,Perciformes,Haemulidae,Plectorhinchus,polytaenia,Plectorhinchus polytaenia,72,153
Fis-26227,Actinopteri,Perciformes,Haemulidae,Plectorhinchus,diagrammus,Plectorhinchus diagrammus,NA,NA
Fis-26930,Actinopteri,Perciformes,Haemulidae,Anisotremus,scapularis,Anisotremus scapularis,-92,-70
Fis-25674,Actinopteri,Perciformes,Haemulidae,Pomadasys,olivaceus,Pomadasys olivaceus,14,101
Fis-150563,Actinopteri,Perciformes,Haemulidae,Plectorhinchus,gibbosus,Plectorhinchus gibbosus,NA,NA
Fis-23530,Actinopteri,Perciformes,Haemulidae,Haemulon,steindachneri,Haemulon steindachneri,NA,NA
Fis-55982,Actinopteri,Perciformes,Haemulidae,Plectorhinchus,obscurus,Plectorhinchus obscurus,NA,NA
Fis-21520,Actinopteri,Perciformes,Haemulidae,Plectorhinchus,chaetodonoides,Plectorhinchus chaetodonoides,57,-173
Fis-148979,Actinopteri,Perciformes,Haemulidae,Haemulon,plumierii,Haemulon plumierii,-99,-30
Fis-23529,Actinopteri,Perciformes,Haemulidae,Haemulon,sciurus,Haemulon sciurus,-98,-34
Fis-26071,Actinopteri,Perciformes,Haemulidae,Plectorhinchus,albovittatus,Plectorhinchus albovittatus,NA,NA
Fis-62914,Actinopteri,Perciformes,Haemulidae,Haemulon,scudderii,Haemulon scudderii,NA,NA
Fis-23524,Actinopteri,Perciformes,Haemulidae,Haemulon,boschmae,Haemulon boschmae,-98,-50
Fis-10984,Actinopteri,Perciformes,Haemulidae,Haemulon,maculicauda,Haemulon maculicauda,NA,NA
Fis-35617,Actinopteri,Perciformes,Haemulidae,Haemulon,sexfasciatum,Haemulon sexfasciatum,NA,NA
Fis-167417,Actinopteri,Perciformes,Haemulidae,Haemulon,vittatum,Haemulon vittatum,-89,-59
Fis-26928,Actinopteri,Perciformes,Haemulidae,Anisotremus,interruptus,Anisotremus interruptus,NA,NA
Fis-23561,Actinopteri,Beloniformes,Hemiramphidae,Hyporhamphus,unifasciatus,Hyporhamphus unifasciatus,-98,-32
Fis-154433,Actinopteri,Beloniformes,Hemiramphidae,Hyporhamphus,acutus,Hyporhamphus acutus,NA,NA
Fis-23537,Actinopteri,Beloniformes,Hemiramphidae,Hemiramphus,brasiliensis,Hemiramphus brasiliensis,NA,NA
Fis-30094,Actinopteri,Beloniformes,Hemiramphidae,Hemiramphus,balao,Hemiramphus balao,-98,14
Fis-25608,Actinopteri,Beloniformes,Hemiramphidae,Hemiramphus,far,Hemiramphus far,18,-157
Fis-25894,Elasmobranchii,Orectolobiformes,Hemiscylliidae,Hemiscyllium,ocellatum,Hemiscyllium ocellatum,112,163
Fis-25470,Elasmobranchii,Orectolobiformes,Hemiscylliidae,Chiloscyllium,plagiosum,Chiloscyllium plagiosum,42,135
Fis-31573,Elasmobranchii,Orectolobiformes,Hemiscylliidae,Chiloscyllium,punctatum,Chiloscyllium punctatum,78,155
Fis-31576,Elasmobranchii,Orectolobiformes,Hemiscylliidae,Hemiscyllium,trispeculare,Hemiscyllium trispeculare,114,152
Fis-25893,Elasmobranchii,Orectolobiformes,Hemiscylliidae,Hemiscyllium,freycineti,Hemiscyllium freycineti,128,153
Fis-30780,Elasmobranchii,Orectolobiformes,Hemiscylliidae,Chiloscyllium,griseum,Chiloscyllium griseum,60,145
Fis-23151,Elasmobranchii,Heterodontiformes,Heterodontidae,Heterodontus,galeatus,Heterodontus galeatus,150,155
Fis-23156,Elasmobranchii,Heterodontiformes,Heterodontidae,Heterodontus,zebra,Heterodontus zebra,103,155
Fis-23154,Elasmobranchii,Heterodontiformes,Heterodontidae,Heterodontus,quoyi,Heterodontus quoyi,-90,-71
Fis-123179,Actinopteri,Holocentriformes,Holocentridae,Sargocentron,iota,Sargocentron iota,105,-154
Fis-26163,Actinopteri,Holocentriformes,Holocentridae,Sargocentron,spiniferum,Sargocentron spiniferum,29,-128
Fis-25612,Actinopteri,Holocentriformes,Holocentridae,Myripristis,murdjan,Myripristis murdjan,NA,NA
Fis-26225,Actinopteri,Holocentriformes,Holocentridae,Sargocentron,rubrum,Sargocentron rubrum,32,-173
Fis-25266,Actinopteri,Holocentriformes,Holocentridae,Sargocentron,diadema,Sargocentron diadema,27,-128
Fis-58910,Actinopteri,Holocentriformes,Holocentridae,Myripristis,vittata,Myripristis vittata,42,-133
Fis-25378,Actinopteri,Holocentriformes,Holocentridae,Neoniphon,sammara,Neoniphon sammara,31,-123
Fis-28673,Actinopteri,Holocentriformes,Holocentridae,Plectrypops,lima,Plectrypops lima,NA,NA
Fis-32298,Actinopteri,Holocentriformes,Holocentridae,Myripristis,kuntee,Myripristis kuntee,30,-135
Fis-31142,Actinopteri,Holocentriformes,Holocentridae,Myripristis,berndti,Myripristis berndti,NA,NA
Fis-30333,Actinopteri,Holocentriformes,Holocentridae,Myripristis,jacobus,Myripristis jacobus,-98,9
Fis-32300,Actinopteri,Holocentriformes,Holocentridae,Myripristis,pralinia,Myripristis pralinia,32,-133
Fis-25374,Actinopteri,Holocentriformes,Holocentridae,Sargocentron,punctatissimum,Sargocentron punctatissimum,NA,NA
Fis-25376,Actinopteri,Holocentriformes,Holocentridae,Sargocentron,tiere,Sargocentron tiere,NA,NA
Fis-23554,Actinopteri,Holocentriformes,Holocentridae,Holocentrus,rufus,Holocentrus rufus,-98,-31
Fis-32301,Actinopteri,Holocentriformes,Holocentridae,Myripristis,violacea,Myripristis violacea,NA,NA
Fis-25610,Actinopteri,Holocentriformes,Holocentridae,Sargocentron,cornutum,Sargocentron cornutum,NA,NA
Fis-52332,Actinopteri,Holocentriformes,Holocentridae,Myripristis,amaena,Myripristis amaena,102,-130
Fis-25849,Actinopteri,Holocentriformes,Holocentridae,Sargocentron,microstoma,Sargocentron microstoma,NA,NA
Fis-21249,Actinopteri,Holocentriformes,Holocentridae,Holocentrus,adscensionis,Holocentrus adscensionis,-97,13
Fis-51018,Actinopteri,Holocentriformes,Holocentridae,Myripristis,woodsi,Myripristis woodsi,NA,NA
Fis-26475,Actinopteri,Holocentriformes,Holocentridae,Neoniphon,argenteus,Neoniphon argenteus,NA,NA
Fis-25568,Actinopteri,Holocentriformes,Holocentridae,Sargocentron,melanospilos,Sargocentron melanospilos,NA,NA
Fis-26474,Actinopteri,Holocentriformes,Holocentridae,Myripristis,hexagona,Myripristis hexagona,NA,NA
Fis-26203,Actinopteri,Holocentriformes,Holocentridae,Neoniphon,opercularis,Neoniphon opercularis,NA,NA
Fis-25377,Actinopteri,Holocentriformes,Holocentridae,Sargocentron,violaceum,Sargocentron violaceum,NA,NA
Fis-25375,Actinopteri,Holocentriformes,Holocentridae,Sargocentron,caudimaculatum,Sargocentron caudimaculatum,NA,NA
Fis-28675,Actinopteri,Holocentriformes,Holocentridae,Neoniphon,aurolineatus,Neoniphon aurolineatus,NA,NA
Fis-26196,Actinopteri,Holocentriformes,Holocentridae,Sargocentron,ittodai,Sargocentron ittodai,NA,NA
Fis-31855,Actinopteri,Holocentriformes,Holocentridae,Myripristis,adusta,Myripristis adusta,NA,NA
Fis-26476,Actinopteri,Holocentriformes,Holocentridae,Sargocentron,tiereoides,Sargocentron tiereoides,NA,NA
Fis-149061,Actinopteri,Holocentriformes,Holocentridae,Sargocentron,hastatum,Sargocentron hastatum,NA,NA
Fis-35266,Actinopteri,Holocentriformes,Holocentridae,Myripristis,chryseres,Myripristis chryseres,NA,NA
Fis-35628,Actinopteri,Holocentriformes,Holocentridae,Myripristis,leiognathus,Myripristis leiognathus,-115,-77
Fis-49358,Actinopteri,Holocentriformes,Holocentridae,Sargocentron,coruscum,Sargocentron coruscum,-98,-59
Fis-24681,Actinopteri,Holocentriformes,Holocentridae,Neoniphon,marianus,Neoniphon marianus,-85,-60
Fis-139820,Elasmobranchii,Torpediniformes,Hypnidae,Hypnos,monopterygius,Hypnos monopterygius,NA,NA
Fis-47543,Actinopteri,Atheriniformes,Isonidae,Iso,hawaiiensis,Iso hawaiiensis,NA,NA
Fis-33735,Actinopteri,Gobiiformes,Kraemeriidae,Kraemeria,samoensis,Kraemeria samoensis,NA,NA
Fis-25817,Actinopteri,Perciformes,Kuhliidae,Kuhlia,mugil,Kuhlia mugil,NA,NA
Fis-23576,Actinopteri,Perciformes,Kyphosidae,Kyphosus,incisor,Kyphosus incisor,-98,23
Fis-24078,Actinopteri,Perciformes,Kyphosidae,Kyphosus,sectatrix,Kyphosus sectatrix,NA,NA
Fis-25823,Actinopteri,Perciformes,Kyphosidae,Kyphosus,vaigiensis,Kyphosus vaigiensis,NA,NA
Fis-31547,Actinopteri,Perciformes,Kyphosidae,Kyphosus,bigibbus,Kyphosus bigibbus,NA,NA
Fis-25822,Actinopteri,Perciformes,Kyphosidae,Kyphosus,cinerascens,Kyphosus cinerascens,30,-140
Fis-31871,Actinopteri,Perciformes,Kyphosidae,Girella,punctata,Girella punctata,111,142
Fis-28408,Actinopteri,Perciformes,Kyphosidae,Kyphosus,elegans,Kyphosus elegans,-120,-70
Fis-30957,Actinopteri,Perciformes,Labridae,Suezichthys,aylingi,Suezichthys aylingi,140,-178
Fis-30960,Actinopteri,Perciformes,Labridae,Suezichthys,arquatus,Suezichthys arquatus,NA,NA
Fis-25105,Actinopteri,Perciformes,Labridae,Suezichthys,gracilis,Suezichthys gracilis,NA,NA
Fis-26414,Actinopteri,Perciformes,Labridae,Coris,picta,Coris picta,NA,NA
Fis-25726,Actinopteri,Perciformes,Labridae,Hemigymnus,melapterus,Hemigymnus melapterus,24,-138
Fis-25716,Actinopteri,Perciformes,Labridae,Pseudocheilinus,hexataenia,Pseudocheilinus hexataenia,24,-136
Fis-25637,Actinopteri,Perciformes,Labridae,Labroides,dimidiatus,Labroides dimidiatus,24,-124
Fis-58535,Actinopteri,Perciformes,Labridae,Coris,batuensis,Coris batuensis,24,-173
Fis-25707,Actinopteri,Perciformes,Labridae,Cheilinus,fasciatus,Cheilinus fasciatus,24,-170
Fis-25705,Actinopteri,Perciformes,Labridae,Cheilinus,chlorourus,Cheilinus chlorourus,25,-132
Fis-25735,Actinopteri,Perciformes,Labridae,Thalassoma,lunare,Thalassoma lunare,24,-136
Fis-25718,Actinopteri,Perciformes,Labridae,Cheilio,inermis,Cheilio inermis,24,-109
Fis-26804,Actinopteri,Perciformes,Labridae,Thalassoma,hebraicum,Thalassoma hebraicum,25,82
Fis-25661,Actinopteri,Perciformes,Labridae,Bodianus,diana,Bodianus diana,19,106
Fis-31133,Actinopteri,Perciformes,Labridae,Anampses,meleagrides,Anampses meleagrides,24,-132
Fis-31132,Actinopteri,Perciformes,Labridae,Anampses,caeruleopunctatus,Anampses caeruleopunctatus,25,-112
Fis-28609,Actinopteri,Perciformes,Labridae,Bodianus,loxozonus,Bodianus loxozonus,101,-130
Fis-25722,Actinopteri,Perciformes,Labridae,Halichoeres,margaritaceus,Halichoeres margaritaceus,91,-133
Fis-24661,Actinopteri,Perciformes,Labridae,Halichoeres,poeyi,Halichoeres poeyi,-98,-34
Fis-24657,Actinopteri,Perciformes,Labridae,Halichoeres,cyanocephalus,Halichoeres cyanocephalus,-98,-32
Fis-31475,Actinopteri,Perciformes,Labridae,Halichoeres,marginatus,Halichoeres marginatus,33,-124
Fis-30093,Actinopteri,Perciformes,Labridae,Xyrichtys,splendens,Xyrichtys splendens,NA,NA
Fis-26230,Actinopteri,Perciformes,Labridae,Stethojulis,interrupta,Stethojulis interrupta,32,168
Fis-158172,Actinopteri,Perciformes,Labridae,Thalassoma,nigrofasciatum,Thalassoma nigrofasciatum,142,-173
Fis-31135,Actinopteri,Perciformes,Labridae,Anampses,geographicus,Anampses geographicus,NA,NA
Fis-164874,Actinopteri,Perciformes,Labridae,Novaculoides,macrolepidotus,Novaculoides macrolepidotus,NA,NA
Fis-25732,Actinopteri,Perciformes,Labridae,Thalassoma,amblycephalum,Thalassoma amblycephalum,NA,NA
Fis-25738,Actinopteri,Perciformes,Labridae,Thalassoma,quinquevittatum,Thalassoma quinquevittatum,NA,NA
Fis-25724,Actinopteri,Perciformes,Labridae,Halichoeres,trimaculatus,Halichoeres trimaculatus,NA,NA
Fis-25736,Actinopteri,Perciformes,Labridae,Thalassoma,lutescens,Thalassoma lutescens,NA,NA
Fis-31123,Actinopteri,Perciformes,Labridae,Halichoeres,chrysus,Halichoeres chrysus,NA,NA
Fis-25730,Actinopteri,Perciformes,Labridae,Stethojulis,bandanensis,Stethojulis bandanensis,92,-89
Fis-31477,Actinopteri,Perciformes,Labridae,Labroides,bicolor,Labroides bicolor,NA,NA
Fis-25660,Actinopteri,Perciformes,Labridae,Bodianus,axillaris,Bodianus axillaris,NA,NA
Fis-25711,Actinopteri,Perciformes,Labridae,Cymolutes,torquatus,Cymolutes torquatus,NA,NA
Fis-25737,Actinopteri,Perciformes,Labridae,Thalassoma,purpureum,Thalassoma purpureum,NA,NA
Fis-25350,Actinopteri,Perciformes,Labridae,Pseudojuloides,cerasinus,Pseudojuloides cerasinus,NA,NA
Fis-25734,Actinopteri,Perciformes,Labridae,Thalassoma,jansenii,Thalassoma jansenii,70,-175
Fis-10657,Actinopteri,Perciformes,Labridae,Thalassoma,hardwicke,Thalassoma hardwicke,30,-135
Fis-48603,Actinopteri,Perciformes,Labridae,Coris,gaimard,Coris gaimard,96,-142
Fis-25663,Actinopteri,Perciformes,Labridae,Choerodon,anchorago,Choerodon anchorago,NA,NA
Fis-26247,Actinopteri,Perciformes,Labridae,Halichoeres,nebulosus,Halichoeres nebulosus,NA,NA
Fis-25731,Actinopteri,Perciformes,Labridae,Stethojulis,strigiventer,Stethojulis strigiventer,NA,NA
Fis-25651,Actinopteri,Perciformes,Labridae,Coris,variegata,Coris variegata,NA,NA
Fis-25713,Actinopteri,Perciformes,Labridae,Novaculichthys,taeniourus,Novaculichthys taeniourus,NA,NA
Fis-25725,Actinopteri,Perciformes,Labridae,Hemigymnus,fasciatus,Hemigymnus fasciatus,NA,NA
Fis-31473,Actinopteri,Perciformes,Labridae,Gomphosus,varius,Gomphosus varius,43,-143
Fis-7176,Actinopteri,Perciformes,Labridae,Iniistius,pavo,Iniistius pavo,NA,NA
Fis-25708,Actinopteri,Perciformes,Labridae,Oxycheilinus,unifasciatus,Oxycheilinus unifasciatus,NA,NA
Fis-25709,Actinopteri,Perciformes,Labridae,Epibulus,insidiator,Epibulus insidiator,NA,NA
Fis-26201,Actinopteri,Perciformes,Labridae,Bodianus,bilunulatus,Bodianus bilunulatus,NA,NA
Fis-31472,Actinopteri,Perciformes,Labridae,Coris,aygula,Coris aygula,NA,NA
Fis-25729,Actinopteri,Perciformes,Labridae,Pseudocoris,yamashiroi,Pseudocoris yamashiroi,57,-178
Fis-25728,Actinopteri,Perciformes,Labridae,Hologymnosus,doliatus,Hologymnosus doliatus,NA,NA
Fis-31118,Actinopteri,Perciformes,Labridae,Pseudojuloides,atavai,Pseudojuloides atavai,NA,NA
Fis-31461,Actinopteri,Perciformes,Labridae,Cheilinus,oxycephalus,Cheilinus oxycephalus,NA,NA
Fis-31469,Actinopteri,Perciformes,Labridae,Pseudocheilinus,tetrataenia,Pseudocheilinus tetrataenia,NA,NA
Fis-31137,Actinopteri,Perciformes,Labridae,Anampses,twistii,Anampses twistii,NA,NA
Fis-25739,Actinopteri,Perciformes,Labridae,Thalassoma,trilobatum,Thalassoma trilobatum,NA,NA
Fis-31462,Actinopteri,Perciformes,Labridae,Cheilinus,trilobatus,Cheilinus trilobatus,32,-139
Fis-25659,Actinopteri,Perciformes,Labridae,Bodianus,anthioides,Bodianus anthioides,NA,NA
Fis-28580,Actinopteri,Perciformes,Labridae,Halichoeres,hortulanus,Halichoeres hortulanus,34,-134
Fis-25727,Actinopteri,Perciformes,Labridae,Hologymnosus,annulatus,Hologymnosus annulatus,NA,NA
Fis-58702,Actinopteri,Perciformes,Labridae,Bodianus,opercularis,Bodianus opercularis,32,106
Fis-23397,Actinopteri,Perciformes,Labridae,Bodianus,rufus,Bodianus rufus,-98,-34
Fis-24659,Actinopteri,Perciformes,Labridae,Halichoeres,maculipinna,Halichoeres maculipinna,-98,-32
Fis-26224,Actinopteri,Perciformes,Labridae,Stethojulis,trilineata,Stethojulis trilineata,NA,NA
Fis-25463,Actinopteri,Perciformes,Labridae,Diproctacanthus,xanthurus,Diproctacanthus xanthurus,99,172
Fis-31124,Actinopteri,Perciformes,Labridae,Halichoeres,melasmapomus,Halichoeres melasmapomus,NA,NA
Fis-127206,Actinopteri,Perciformes,Labridae,Pteragogus,enneacanthus,Pteragogus enneacanthus,108,-173
Fis-31478,Actinopteri,Perciformes,Labridae,Labroides,pectoralis,Labroides pectoralis,94,-128
Fis-31468,Actinopteri,Perciformes,Labridae,Pseudocheilinus,octotaenia,Pseudocheilinus octotaenia,NA,NA
Fis-25354,Actinopteri,Perciformes,Labridae,Wetmorella,nigropinnata,Wetmorella nigropinnata,NA,NA
Fis-25462,Actinopteri,Perciformes,Labridae,Cirrhilabrus,cyanopleura,Cirrhilabrus cyanopleura,92,155
Fis-31129,Actinopteri,Perciformes,Labridae,Labropsis,australis,Labropsis australis,NA,NA
Fis-21797,Actinopteri,Perciformes,Labridae,Wetmorella,albofasciata,Wetmorella albofasciata,NA,NA
Fis-31470,Actinopteri,Perciformes,Labridae,Pteragogus,cryptus,Pteragogus cryptus,NA,NA
Fis-21770,Actinopteri,Perciformes,Labridae,Macropharyngodon,negrosensis,Macropharyngodon negrosensis,NA,NA
Fis-21693,Actinopteri,Perciformes,Labridae,Halichoeres,prosopeion,Halichoeres prosopeion,NA,NA
Fis-31474,Actinopteri,Perciformes,Labridae,Halichoeres,biocellatus,Halichoeres biocellatus,NA,NA
Fis-25723,Actinopteri,Perciformes,Labridae,Halichoeres,scapularis,Halichoeres scapularis,NA,NA
Fis-31467,Actinopteri,Perciformes,Labridae,Pseudocheilinus,evanidus,Pseudocheilinus evanidus,NA,NA
Fis-31465,Actinopteri,Perciformes,Labridae,Cirrhilabrus,exquisitus,Cirrhilabrus exquisitus,NA,NA
Fis-24658,Actinopteri,Perciformes,Labridae,Halichoeres,garnoti,Halichoeres garnoti,-98,-34
Fis-25662,Actinopteri,Perciformes,Labridae,Bodianus,mesothorax,Bodianus mesothorax,91,-173
Fis-24655,Actinopteri,Perciformes,Labridae,Halichoeres,bivittatus,Halichoeres bivittatus,-98,-34
Fis-149118,Actinopteri,Perciformes,Labridae,Oxycheilinus,digramma,Oxycheilinus digramma,NA,NA
Fis-31463,Actinopteri,Perciformes,Labridae,Cheilinus,undulatus,Cheilinus undulatus,0,-150
Fis-31145,Actinopteri,Perciformes,Labridae,Anampses,lennardi,Anampses lennardi,NA,NA
Fis-25464,Actinopteri,Perciformes,Labridae,Labrichthys,unilineatus,Labrichthys unilineatus,NA,NA
Fis-25704,Actinopteri,Perciformes,Labridae,Oxycheilinus,bimaculatus,Oxycheilinus bimaculatus,NA,NA
Fis-26998,Actinopteri,Perciformes,Labridae,Choerodon,oligacanthus,Choerodon oligacanthus,95,170
Fis-24372,Actinopteri,Perciformes,Labridae,Thalassoma,pavo,Thalassoma pavo,-32,36
Fis-28998,Actinopteri,Perciformes,Labridae,Thalassoma,lucasanum,Thalassoma lucasanum,-114,-70
Fis-23532,Actinopteri,Perciformes,Labridae,Halichoeres,radiatus,Halichoeres radiatus,-98,-28
Fis-25710,Actinopteri,Perciformes,Labridae,Cymolutes,praetextatus,Cymolutes praetextatus,NA,NA
Fis-31471,Actinopteri,Perciformes,Labridae,Anampses,melanurus,Anampses melanurus,NA,NA
Fis-52020,Actinopteri,Perciformes,Labridae,Thalassoma,ascensionis,Thalassoma ascensionis,-15,8
Fis-47531,Actinopteri,Perciformes,Labridae,Oxycheilinus,arenatus,Oxycheilinus arenatus,NA,NA
Fis-47538,Actinopteri,Perciformes,Labridae,Oxycheilinus,orientalis,Oxycheilinus orientalis,NA,NA
Fis-25717,Actinopteri,Perciformes,Labridae,Pteragogus,guttatus,Pteragogus guttatus,NA,NA
Fis-31125,Actinopteri,Perciformes,Labridae,Labropsis,alleni,Labropsis alleni,NA,NA
Fis-25353,Actinopteri,Perciformes,Labridae,Halichoeres,chloropterus,Halichoeres chloropterus,NA,NA
Fis-32540,Actinopteri,Perciformes,Labridae,Halichoeres,leucoxanthus,Halichoeres leucoxanthus,38,132
Fis-31407,Actinopteri,Perciformes,Labridae,Bodianus,bimaculatus,Bodianus bimaculatus,NA,NA
Fis-138814,Actinopteri,Perciformes,Labridae,Halichoeres,leucurus,Halichoeres leucurus,99,172
Fis-31476,Actinopteri,Perciformes,Labridae,Halichoeres,richmondi,Halichoeres richmondi,NA,NA
Fis-31466,Actinopteri,Perciformes,Labridae,Pseudocheilinops,ataenia,Pseudocheilinops ataenia,NA,NA
Fis-146180,Actinopteri,Perciformes,Labridae,Iniistius,aneitensis,Iniistius aneitensis,NA,NA
Fis-51740,Actinopteri,Perciformes,Labridae,Cirrhilabrus,luteovittatus,Cirrhilabrus luteovittatus,NA,NA
Fis-35652,Actinopteri,Perciformes,Labridae,Decodon,melasma,Decodon melasma,NA,NA
Fis-28997,Actinopteri,Perciformes,Labridae,Halichoeres,nicholsi,Halichoeres nicholsi,NA,NA
Fis-22750,Actinopteri,Perciformes,Labridae,Coris,julis,Coris julis,-32,36
Fis-26619,Actinopteri,Perciformes,Labridae,Acantholabrus,palloni,Acantholabrus palloni,-32,11
Fis-25703,Actinopteri,Perciformes,Labridae,Pseudodax,moluccanus,Pseudodax moluccanus,NA,NA
Fis-35647,Actinopteri,Perciformes,Labridae,Thalassoma,grammaticum,Thalassoma grammaticum,NA,NA
Fis-31128,Actinopteri,Perciformes,Labridae,Labropsis,micronesica,Labropsis micronesica,NA,NA
Fis-35657,Actinopteri,Perciformes,Labridae,Polylepion,cruentum,Polylepion cruentum,NA,NA
Fis-23577,Actinopteri,Perciformes,Labridae,Lachnolaimus,maximus,Lachnolaimus maximus,-98,-51
Fis-31112,Actinopteri,Perciformes,Labridae,Paracheilinus,lineopunctatus,Paracheilinus lineopunctatus,NA,NA
Fis-31114,Actinopteri,Perciformes,Labridae,Paracheilinus,carpenteri,Paracheilinus carpenteri,NA,NA
Fis-28996,Actinopteri,Perciformes,Labridae,Halichoeres,melanotis,Halichoeres melanotis,NA,NA
Fis-24537,Actinopteri,Perciformes,Labridae,Decodon,puellaris,Decodon puellaris,-98,-53
Fis-23396,Actinopteri,Perciformes,Labridae,Bodianus,pulchellus,Bodianus pulchellus,NA,NA
Fis-35654,Actinopteri,Perciformes,Labridae,Halichoeres,chierchiae,Halichoeres chierchiae,NA,NA
Fis-24656,Actinopteri,Perciformes,Labridae,Halichoeres,caudalis,Halichoeres caudalis,-98,-53
Fis-25028,Actinopteri,Perciformes,Labridae,Thalassoma,bifasciatum,Thalassoma bifasciatum,-98,-59
Fis-24654,Actinopteri,Perciformes,Labridae,Halichoeres,bathyphilus,Halichoeres bathyphilus,-98,-59
Fis-22199,Actinopteri,Perciformes,Labridae,Doratonotus,megalepis,Doratonotus megalepis,NA,NA
Fis-24660,Actinopteri,Perciformes,Labridae,Halichoeres,pictus,Halichoeres pictus,-98,-59
Fis-3208,Actinopteri,Perciformes,Labridae,Labrus,mixtus,Labrus mixtus,-32,36
Fis-32554,Actinopteri,Perciformes,Labridae,Coris,venusta,Coris venusta,NA,NA
Fis-26687,Actinopteri,Perciformes,Labridae,Thalassoma,duperrey,Thalassoma duperrey,NA,NA
Fis-26708,Actinopteri,Perciformes,Labridae,Coris,flavovittata,Coris flavovittata,NA,NA
Fis-31111,Actinopteri,Perciformes,Labridae,Paracheilinus,octotaenia,Paracheilinus octotaenia,NA,NA
Fis-25352,Actinopteri,Perciformes,Labridae,Halichoeres,melanurus,Halichoeres melanurus,91,-170
Fis-31025,Actinopteri,Perciformes,Labridae,Labrus,merula,Labrus merula,-32,36
Fis-126019,Actinopteri,Perciformes,Labridae,Labrus,viridis,Labrus viridis,-18,42
Fis-31127,Actinopteri,Perciformes,Labridae,Labropsis,xanthonota,Labropsis xanthonota,NA,NA
Fis-29425,Actinopteri,Perciformes,Labridae,Labrus,bergylta,Labrus bergylta,-32,30
Fis-23847,Actinopteri,Perciformes,Labridae,Symphodus,tinca,Symphodus tinca,-18,42
Fis-24990,Actinopteri,Perciformes,Labridae,Semicossyphus,pulcher,Semicossyphus pulcher,-123,-106
Fis-24662,Actinopteri,Perciformes,Labridae,Halichoeres,semicinctus,Halichoeres semicinctus,-121,-106
Fis-25409,Actinopteri,Perciformes,Labridae,Macropharyngodon,meleagris,Macropharyngodon meleagris,94,-124
Fis-51943,Actinopteri,Perciformes,Labridae,Centrolabrus,trutta,Centrolabrus trutta,-32,-13
Fis-22769,Actinopteri,Perciformes,Labridae,Symphodus,melops,Symphodus melops,-32,25
Fis-49160,Actinopteri,Perciformes,Labridae,Symphodus,melanocercus,Symphodus melanocercus,-6,36
Fis-163966,Actinopteri,Perciformes,Labridae,Symphodus,ocellatus,Symphodus ocellatus,-6,42
Fis-25197,Actinopteri,Perciformes,Labridae,Symphodus,rostratus,Symphodus rostratus,-6,36
Fis-23846,Actinopteri,Perciformes,Labridae,Symphodus,roissali,Symphodus roissali,-10,42
Fis-22752,Actinopteri,Perciformes,Labridae,Ctenolabrus,rupestris,Ctenolabrus rupestris,-11,36
Fis-23293,Actinopteri,Perciformes,Labridae,Tautoga,onitis,Tautoga onitis,-81,-58
Fis-22745,Actinopteri,Perciformes,Labridae,Centrolabrus,exoletus,Centrolabrus exoletus,-47,25
Fis-25027,Actinopteri,Perciformes,Labridae,Tautogolabrus,adspersus,Tautogolabrus adspersus,-77,-48
Fis-26904,Actinopteri,Perciformes,Labridae,Halichoeres,dispilus,Halichoeres dispilus,NA,NA
Fis-26972,Actinopteri,Perciformes,Labridae,Halichoeres,notospilus,Halichoeres notospilus,NA,NA
Fis-24509,Actinopteri,Perciformes,Labridae,Clepticus,parrae,Clepticus parrae,NA,NA
Fis-26939,Actinopteri,Perciformes,Labridae,Bodianus,diplotaenia,Bodianus diplotaenia,NA,NA
Fis-32086,Actinopteri,Perciformes,Labridae,Halichoeres,melanochir,Halichoeres melanochir,NA,NA
Fis-24853,Actinopteri,Blenniiformes,Labrisomidae,Paraclinus,nigripinnis,Paraclinus nigripinnis,NA,NA
Fis-24723,Actinopteri,Blenniiformes,Labrisomidae,Labrisomus,nuchipinnis,Labrisomus nuchipinnis,-96,9
Fis-49718,Actinopteri,Blenniiformes,Labrisomidae,Malacoctenus,boehlkei,Malacoctenus boehlkei,-89,-60
Fis-25002,Actinopteri,Blenniiformes,Labrisomidae,Starksia,ocellata,Starksia ocellata,NA,NA
Fis-24849,Actinopteri,Blenniiformes,Labrisomidae,Paraclinus,fasciatus,Paraclinus fasciatus,NA,NA
Fis-24764,Actinopteri,Blenniiformes,Labrisomidae,Malacoctenus,macropus,Malacoctenus macropus,NA,NA
Fis-170460,Actinopteri,Blenniiformes,Labrisomidae,Gobioclinus,bucciferus,Gobioclinus bucciferus,NA,NA
Fis-25202,Actinopteri,Perciformes,Lateolabracidae,Lateolabrax,japonicus,Lateolabrax japonicus,106,143
Fis-161062,Actinopteri,Perciformes,Leiognathidae,Equulites,stercorarius,Equulites stercorarius,NA,NA
Fis-31541,Actinopteri,Perciformes,Leiognathidae,Gazza,achlamys,Gazza achlamys,NA,NA
Fis-30240,Actinopteri,Perciformes,Lethrinidae,Lethrinus,variegatus,Lethrinus variegatus,24,-173
