SpeciesID,Class,Order,Family,Genus,Species,Scientific names,WMostLong,EMostLong
Fis-35610,Actinopteri,Beloniformes,Exocoetidae,Prognichthys,tringa,Prognichthys tringa,NA,NA
Fis-131124,Actinopteri,Beloniformes,Exocoetidae,Cheilopogon,agoo,Cheilopogon agoo,NA,NA
Fis-48192,Actinopteri,Beloniformes,Exocoetidae,Cheilopogon,heterurus,Cheilopogon heterurus,-65,16
Fis-47245,Actinopteri,Beloniformes,Exocoetidae,Cheilopogon,abei,Cheilopogon abei,NA,NA
Fis-25494,Actinopteri,Beloniformes,Exocoetidae,Cypselurus,opisthopus,Cypselurus opisthopus,NA,NA
Fis-126237,Actinopteri,Beloniformes,Exocoetidae,Fodiator,rostratus,Fodiator rostratus,NA,NA
Fis-23465,Actinopteri,Beloniformes,Exocoetidae,Cheilopogon,furcatus,Cheilopogon furcatus,-180,180
Fis-26667,Actinopteri,Beloniformes,Exocoetidae,Cypselurus,naresii,Cypselurus naresii,32,-178
Fis-31243,Actinopteri,Beloniformes,Exocoetidae,Exocoetus,monocirrhus,Exocoetus monocirrhus,24,-78
Fis-23550,Actinopteri,Beloniformes,Exocoetidae,Hirundichthys,rondeletii,Hirundichthys rondeletii,NA,NA
Fis-26645,Actinopteri,Beloniformes,Exocoetidae,Cheilopogon,nigricans,Cheilopogon nigricans,NA,NA
Fis-26644,Actinopteri,Beloniformes,Exocoetidae,Cheilopogon,cyanopterus,Cheilopogon cyanopterus,NA,NA
Fis-35609,Actinopteri,Beloniformes,Exocoetidae,Cypselurus,angusticeps,Cypselurus angusticeps,43,-79
Fis-23551,Actinopteri,Beloniformes,Exocoetidae,Hirundichthys,speculiger,Hirundichthys speculiger,NA,NA
Fis-28945,Actinopteri,Beloniformes,Exocoetidae,Cheilopogon,spilonotopterus,Cheilopogon spilonotopterus,NA,NA
Fis-28949,Actinopteri,Beloniformes,Exocoetidae,Hirundichthys,marginatus,Hirundichthys marginatus,NA,NA
Fis-32753,Actinopteri,Syngnathiformes,Fistulariidae,Fistularia,corneta,Fistularia corneta,NA,NA
Fis-30023,Actinopteri,Cyprinodontiformes,Fundulidae,Fundulus,confluentus,Fundulus confluentus,-85,-74
Fis-24627,Actinopteri,Cyprinodontiformes,Fundulidae,Fundulus,similis,Fundulus similis,-98,-80
Fis-24622,Actinopteri,Cyprinodontiformes,Fundulidae,Fundulus,majalis,Fundulus majalis,-95,-67
Fis-24618,Actinopteri,Cyprinodontiformes,Fundulidae,Fundulus,heteroclitus,Fundulus heteroclitus,-82,-57
Fis-24749,Actinopteri,Cyprinodontiformes,Fundulidae,Lucania,parva,Lucania parva,-98,-69
Fis-22729,Actinopteri,Gadiformes,Gadidae,Micromesistius,poutassou,Micromesistius poutassou,-82,51
Fis-23375,Actinopteri,Gadiformes,Gadidae,Arctogadus,glacialis,Arctogadus glacialis,-130,150
Fis-29452,Actinopteri,Gadiformes,Gadidae,Micromesistius,australis,Micromesistius australis,165,-34
Fis-23876,Actinopteri,Gadiformes,Gadidae,Trisopterus,luscus,Trisopterus luscus,-19,16
Fis-23313,Actinopteri,Gadiformes,Gadidae,Trisopterus,minutus,Trisopterus minutus,-13,36
Fis-22726,Actinopteri,Gadiformes,Gadidae,Merlangius,merlangus,Merlangius merlangus,-27,42
Fis-29394,Actinopteri,Gadiformes,Gadidae,Gadus,morhua,Gadus morhua,-95,86
Fis-22732,Actinopteri,Gadiformes,Gadidae,Pollachius,pollachius,Pollachius pollachius,-25,28
Fis-23875,Actinopteri,Gadiformes,Gadidae,Trisopterus,esmarkii,Trisopterus esmarkii,-27,30
Fis-30031,Actinopteri,Gadiformes,Gadidae,Gadiculus,argenteus,Gadiculus argenteus,-18,17
Fis-3399,Actinopteri,Gadiformes,Gadidae,Gadiculus,thori,Gadiculus thori,-32,26
Fis-29393,Actinopteri,Gadiformes,Gadidae,Gadus,macrocephalus,Gadus macrocephalus,119,-119
Fis-22874,Actinopteri,Gadiformes,Gadidae,Eleginus,gracilis,Eleginus gracilis,124,-123
Fis-23728,Actinopteri,Gadiformes,Gadidae,Pollachius,virens,Pollachius virens,-76,35
Fis-23633,Actinopteri,Gadiformes,Gadidae,Melanogrammus,aeglefinus,Melanogrammus aeglefinus,-76,62
Fis-22909,Actinopteri,Gadiformes,Gadidae,Microgadus,tomcod,Microgadus tomcod,-77,-52
Fis-23635,Actinopteri,Gadiformes,Gadidae,Microgadus,proximus,Microgadus proximus,-179,-121
Fis-23757,Actinopteri,Gadiformes,Gadidae,Raniceps,raninus,Raniceps raninus,-11,13
Fis-22850,Actinopteri,Gadiformes,Gadidae,Boreogadus,saida,Boreogadus saida,-180,180
Fis-150758,Actinopteri,Gadiformes,Gadidae,Eleginus,nawaga,Eleginus nawaga,33,83
Fis-35280,Actinopteri,Osmeriformes,Galaxiidae,Galaxias,truttaceus,Galaxias truttaceus,NA,NA
Fis-30039,Actinopteri,Perciformes,Gasterosteidae,Gasterosteus,aculeatus,Gasterosteus aculeatus,117,60
Fis-24424,Actinopteri,Perciformes,Gasterosteidae,Apeltes,quadracus,Apeltes quadracus,NA,NA
Fis-24923,Actinopteri,Perciformes,Gasterosteidae,Pungitius,pungitius,Pungitius pungitius,-180,180
Fis-30040,Actinopteri,Perciformes,Gasterosteidae,Gasterosteus,wheatlandi,Gasterosteus wheatlandi,NA,NA
Fis-23825,Actinopteri,Perciformes,Gasterosteidae,Spinachia,spinachia,Spinachia spinachia,-11,55
Fis-32852,Actinopteri,Scombriformes,Gempylidae,Paradiplospinus,antarcticus,Paradiplospinus antarcticus,-180,180
Fis-30341,Actinopteri,Scombriformes,Gempylidae,Nealotus,tripes,Nealotus tripes,-180,180
Fis-32888,Actinopteri,Scombriformes,Gempylidae,Tongaichthys,robustus,Tongaichthys robustus,144,-174
Fis-23309,Actinopteri,Scombriformes,Gempylidae,Thyrsites,atun,Thyrsites atun,-75,177
Fis-23582,Actinopteri,Scombriformes,Gempylidae,Lepidocybium,flavobrunneum,Lepidocybium flavobrunneum,-180,180
Fis-27035,Actinopteri,Scombriformes,Gempylidae,Rexea,solandri,Rexea solandri,109,-173
Fis-23310,Actinopteri,Scombriformes,Gempylidae,Thyrsitops,lepidopoides,Thyrsitops lepidopoides,-77,-40
Fis-30588,Actinopteri,Scombriformes,Gempylidae,Ruvettus,pretiosus,Ruvettus pretiosus,-180,180
Fis-32853,Actinopteri,Scombriformes,Gempylidae,Rexea,antefurcata,Rexea antefurcata,143,-83
Fis-32497,Actinopteri,Scombriformes,Gempylidae,Thyrsitoides,marleyi,Thyrsitoides marleyi,20,174
Fis-32839,Actinopteri,Scombriformes,Gempylidae,Diplospinus,multistriatus,Diplospinus multistriatus,-180,180
Fis-25421,Actinopteri,Scombriformes,Gempylidae,Promethichthys,prometheus,Promethichthys prometheus,-180,180
Fis-32858,Actinopteri,Scombriformes,Gempylidae,Rexichthys,johnpaxtoni,Rexichthys johnpaxtoni,140,-170
Fis-26646,Actinopteri,Scombriformes,Gempylidae,Rexea,prometheoides,Rexea prometheoides,34,157
Fis-24557,Actinopteri,Scombriformes,Gempylidae,Neoepinnula,orientalis,Neoepinnula orientalis,32,140
Fis-32854,Actinopteri,Scombriformes,Gempylidae,Rexea,brevilineata,Rexea brevilineata,-90,-81
Fis-27033,Actinopteri,Scombriformes,Gempylidae,Rexea,bengalensis,Rexea bengalensis,40,155
Fis-133789,Actinopteri,Scombriformes,Gempylidae,Rexea,alisae,Rexea alisae,162,170
Fis-32844,Actinopteri,Scombriformes,Gempylidae,Epinnula,magistralis,Epinnula magistralis,109,-74
Fis-32855,Actinopteri,Scombriformes,Gempylidae,Rexea,nakamurai,Rexea nakamurai,53,-154
Fis-27031,Actinopteri,Scombriformes,Gempylidae,Neoepinnula,americana,Neoepinnula americana,-94,-49
Fis-30041,Actinopteri,Scombriformes,Gempylidae,Gempylus,serpens,Gempylus serpens,-180,180
Fis-32421,Actinopteri,Scombriformes,Gempylidae,Nesiarchus,nasutus,Nesiarchus nasutus,-180,180
Fis-26403,Actinopteri,Scombriformes,Gempylidae,Paradiplospinus,gracilis,Paradiplospinus gracilis,3,15
Fis-63638,Actinopteri,Perciformes,Gerreidae,Gerres,methueni,Gerres methueni,24,51
Fis-33717,Actinopteri,Perciformes,Gerreidae,Gerres,nigri,Gerres nigri,-29,14
Fis-29125,Actinopteri,Perciformes,Gerreidae,Parequula,melbournensis,Parequula melbournensis,112,150
Fis-30982,Actinopteri,Perciformes,Gerreidae,Gerres,filamentosus,Gerres filamentosus,24,171
Fis-23500,Actinopteri,Perciformes,Gerreidae,Eucinostomus,melanopterus,Eucinostomus melanopterus,-98,14
Fis-49805,Actinopteri,Perciformes,Gerreidae,Eucinostomus,jonesii,Eucinostomus jonesii,NA,NA
Fis-26582,Actinopteri,Perciformes,Gerreidae,Eugerres,brasilianus,Eugerres brasilianus,-98,-34
Fis-23473,Actinopteri,Perciformes,Gerreidae,Diapterus,rhombeus,Diapterus rhombeus,-97,-32
Fis-23499,Actinopteri,Perciformes,Gerreidae,Eucinostomus,havana,Eucinostomus havana,-98,-34
Fis-23501,Actinopteri,Perciformes,Gerreidae,Eugerres,plumieri,Eugerres plumieri,-98,-34
Fis-22224,Actinopteri,Perciformes,Gerreidae,Diapterus,auratus,Diapterus auratus,-98,-33
Fis-27805,Actinopteri,Perciformes,Gerreidae,Diapterus,peruvianus,Diapterus peruvianus,-114,-75
Fis-24605,Actinopteri,Perciformes,Gerreidae,Eucinostomus,gracilis,Eucinostomus gracilis,-120,-75
Fis-35619,Actinopteri,Perciformes,Gerreidae,Eucinostomus,currani,Eucinostomus currani,-115,-77
Fis-35620,Actinopteri,Perciformes,Gerreidae,Eucinostomus,entomelas,Eucinostomus entomelas,NA,NA
Fis-62292,Actinopteri,Beryciformes,Gibberichthyidae,Gibberichthys,pumilus,Gibberichthys pumilus,NA,NA
Fis-50600,Actinopteri,Lophiiformes,Gigantactinidae,Gigantactis,vanhoeffeni,Gigantactis vanhoeffeni,NA,NA
Fis-33241,Actinopteri,Aulopiformes,Giganturidae,Gigantura,chuni,Gigantura chuni,-98,154
Fis-34161,Actinopteri,Perciformes,Glaucosomatidae,Glaucosoma,buergeri,Glaucosoma buergeri,NA,NA
Fis-27930,Actinopteri,Perciformes,Glaucosomatidae,Glaucosoma,magnificum,Glaucosoma magnificum,NA,NA
Fis-35920,Actinopteri,Perciformes,Glaucosomatidae,Glaucosoma,scapulare,Glaucosoma scapulare,NA,NA
Fis-121460,Actinopteri,Gobiesociformes,Gobiesocidae,Lepadogaster,candolii,Lepadogaster candolii,-19,42
Fis-124599,Actinopteri,Gobiesociformes,Gobiesocidae,Gouania,willdenowi,Gouania willdenowi,-1,36
Fis-23171,Actinopteri,Gobiesociformes,Gobiesocidae,Lepadogaster,lepadogaster,Lepadogaster lepadogaster,7,NA
Fis-27327,Actinopteri,Gobiesociformes,Gobiesocidae,Apletodon,dentatus,Apletodon dentatus,NA,NA
Fis-22763,Actinopteri,Gobiesociformes,Gobiesocidae,Diplecogaster,bimaculata,Diplecogaster bimaculata,-11,31
Fis-126148,Actinopteri,Gobiesociformes,Gobiesocidae,Apletodon,incognitus,Apletodon incognitus,-32,14
Fis-24935,Actinopteri,Gobiesociformes,Gobiesocidae,Rimicola,muscarum,Rimicola muscarum,NA,NA
Fis-24636,Actinopteri,Gobiesociformes,Gobiesocidae,Gobiesox,maeandricus,Gobiesox maeandricus,NA,NA
Fis-25344,Actinopteri,Gobiiformes,Gobiidae,Glossogobius,giuris,Glossogobius giuris,NA,NA
Fis-57068,Actinopteri,Gobiiformes,Gobiidae,Redigobius,tambujon,Redigobius tambujon,NA,NA
Fis-28216,Actinopteri,Gobiiformes,Gobiidae,Redigobius,bikolanus,Redigobius bikolanus,NA,NA
Fis-168857,Actinopteri,Gobiiformes,Gobiidae,Eviota,hinanoae,Eviota hinanoae,-159,-134
Fis-49152,Actinopteri,Gobiiformes,Gobiidae,Pseudaphya,ferreri,Pseudaphya ferreri,-6,20
Fis-22712,Actinopteri,Gobiiformes,Gobiidae,Aphia,minuta,Aphia minuta,-13,42
Fis-127143,Actinopteri,Gobiiformes,Gobiidae,Nesogobius,hinsbyi,Nesogobius hinsbyi,143,149
Fis-30927,Actinopteri,Gobiiformes,Gobiidae,Istigobius,hoesei,Istigobius hoesei,NA,NA
Fis-24640,Actinopteri,Gobiiformes,Gobiidae,Gobionellus,oceanicus,Gobionellus oceanicus,-98,-34
Fis-25059,Actinopteri,Gobiiformes,Gobiidae,Istigobius,nigroocellatus,Istigobius nigroocellatus,NA,NA
Fis-24460,Actinopteri,Gobiiformes,Gobiidae,Bathygobius,soporator,Bathygobius soporator,-99,15
Fis-31807,Actinopteri,Gobiiformes,Gobiidae,Croilia,mossambica,Croilia mossambica,NA,NA
Fis-146292,Actinopteri,Gobiiformes,Gobiidae,Mugilogobius,littoralis,Mugilogobius littoralis,112,142
Fis-25367,Actinopteri,Gobiiformes,Gobiidae,Acentrogobius,caninus,Acentrogobius caninus,51,154
Fis-57020,Actinopteri,Gobiiformes,Gobiidae,Pleurosicya,bilobata,Pleurosicya bilobata,NA,NA
Fis-51841,Actinopteri,Gobiiformes,Gobiidae,Kelloggella,cardinalis,Kelloggella cardinalis,NA,NA
Fis-150650,Actinopteri,Gobiiformes,Gobiidae,Lesueurigobius,sanzi,Lesueurigobius sanzi,-18,-1
Fis-28208,Actinopteri,Gobiiformes,Gobiidae,Glossogobius,bicirrhosus,Glossogobius bicirrhosus,NA,NA
Fis-51969,Actinopteri,Gobiiformes,Gobiidae,Glossogobius,celebius,Glossogobius celebius,NA,NA
Fis-113923,Actinopteri,Gobiiformes,Gobiidae,Ctenogobius,sagittula,Ctenogobius sagittula,-121,70
Fis-30913,Actinopteri,Gobiiformes,Gobiidae,Stonogobiops,medon,Stonogobiops medon,NA,NA
Fis-32259,Actinopteri,Gobiiformes,Gobiidae,Callogobius,centrolepis,Callogobius centrolepis,NA,NA
Fis-25064,Actinopteri,Gobiiformes,Gobiidae,Istigobius,campbelli,Istigobius campbelli,NA,NA
Fis-25460,Actinopteri,Gobiiformes,Gobiidae,Thorogobius,angolensis,Thorogobius angolensis,NA,NA
Fis-27575,Actinopteri,Gobiiformes,Gobiidae,Gobionellus,occidentalis,Gobionellus occidentalis,-17,29
Fis-27595,Actinopteri,Gobiiformes,Gobiidae,Sicyopterus,lagocephalus,Sicyopterus lagocephalus,NA,NA
Fis-27710,Actinopteri,Gobiiformes,Gobiidae,Sufflogobius,bibarbatus,Sufflogobius bibarbatus,NA,NA
Fis-24748,Actinopteri,Gobiiformes,Gobiidae,Lophogobius,cyprinoides,Lophogobius cyprinoides,-98,-59
Fis-24613,Actinopteri,Gobiiformes,Gobiidae,Evorthodus,lyricus,Evorthodus lyricus,NA,NA
Fis-54195,Actinopteri,Gobiiformes,Gobiidae,Rhinogobius,brunneus,Rhinogobius brunneus,106,145
Fis-49950,Actinopteri,Gobiiformes,Gobiidae,Evermannichthys,metzelaari,Evermannichthys metzelaari,NA,NA
Fis-137591,Actinopteri,Gobiiformes,Gobiidae,Silhouettea,aegyptia,Silhouettea aegyptia,32,44
Fis-29404,Actinopteri,Gobiiformes,Gobiidae,Gobius,paganellus,Gobius paganellus,-32,42
Fis-32466,Actinopteri,Gobiiformes,Gobiidae,Gobius,cruentatus,Gobius cruentatus,-18,36
Fis-58383,Actinopteri,Gobiiformes,Gobiidae,Trimmatom,nanus,Trimmatom nanus,NA,NA
Fis-24779,Actinopteri,Gobiiformes,Gobiidae,Microgobius,gulosus,Microgobius gulosus,-98,-74
Fis-26637,Actinopteri,Gobiiformes,Gobiidae,Lesueurigobius,friesii,Lesueurigobius friesii,-18,36
Fis-48992,Actinopteri,Gobiiformes,Gobiidae,Deltentosteus,quadrimaculatus,Deltentosteus quadrimaculatus,NA,NA
Fis-23631,Actinopteri,Gobiiformes,Gobiidae,Istigobius,hoshinonis,Istigobius hoshinonis,NA,NA
Fis-30052,Actinopteri,Gobiiformes,Gobiidae,Gillichthys,mirabilis,Gillichthys mirabilis,-125,-106
Fis-23587,Actinopteri,Gobiiformes,Gobiidae,Lesueurigobius,suerii,Lesueurigobius suerii,-19,36
Fis-23736,Actinopteri,Gobiiformes,Gobiidae,Pomatoschistus,microps,Pomatoschistus microps,-19,31
Fis-29403,Actinopteri,Gobiiformes,Gobiidae,Gobius,niger,Gobius niger,-18,42
Fis-48165,Actinopteri,Gobiiformes,Gobiidae,Rhinogobius,giurinus,Rhinogobius giurinus,NA,NA
Fis-33246,Actinopteri,Gobiiformes,Gobiidae,Gobius,couchi,Gobius couchi,NA,NA
Fis-24510,Actinopteri,Gobiiformes,Gobiidae,Clevelandia,ios,Clevelandia ios,-136,-111
Fis-24398,Actinopteri,Gobiiformes,Gobiidae,Acanthogobius,flavimanus,Acanthogobius flavimanus,116,143
Fis-16800,Actinopteri,Gobiiformes,Gobiidae,Gobiosoma,bosc,Gobiosoma bosc,NA,NA
Fis-24780,Actinopteri,Gobiiformes,Gobiidae,Microgobius,thalassinus,Microgobius thalassinus,NA,NA
Fis-112805,Actinopteri,Gobiiformes,Gobiidae,Gobius,vittatus,Gobius vittatus,-6,36
Fis-137993,Actinopteri,Gobiiformes,Gobiidae,Gobius,xanthocephalus,Gobius xanthocephalus,-19,36
Fis-32475,Actinopteri,Gobiiformes,Gobiidae,Gobius,gasteveni,Gobius gasteveni,-16,-1
Fis-24728,Actinopteri,Gobiiformes,Gobiidae,Lepidogobius,lepidus,Lepidogobius lepidus,-136,-114
Fis-57210,Actinopteri,Gobiiformes,Gobiidae,Rhinogobiops,nicholsii,Rhinogobiops nicholsii,-136,-114
Fis-26639,Actinopteri,Gobiiformes,Gobiidae,Thorogobius,ephippiatus,Thorogobius ephippiatus,-18,28
Fis-23739,Actinopteri,Gobiiformes,Gobiidae,Pomatoschistus,pictus,Pomatoschistus pictus,-19,29
Fis-28733,Actinopteri,Gobiiformes,Gobiidae,Zosterisessor,ophiocephalus,Zosterisessor ophiocephalus,-6,42
Fis-33242,Actinopteri,Gobiiformes,Gobiidae,Pomatoschistus,bathi,Pomatoschistus bathi,-6,36
Fis-49115,Actinopteri,Gobiiformes,Gobiidae,Odondebuenia,balearica,Odondebuenia balearica,-6,36
Fis-49171,Actinopteri,Gobiiformes,Gobiidae,Zebrus,zebrus,Zebrus zebrus,-6,36
Fis-49022,Actinopteri,Gobiiformes,Gobiidae,Gobius,geniporus,Gobius geniporus,-6,36
Fis-48954,Actinopteri,Gobiiformes,Gobiidae,Chromogobius,quadrivittatus,Chromogobius quadrivittatus,-6,42
Fis-112801,Actinopteri,Gobiiformes,Gobiidae,Gobius,bucchichi,Gobius bucchichi,-6,42
Fis-31140,Actinopteri,Gobiiformes,Gobiidae,Gobius,auratus,Gobius auratus,-19,36
Fis-30067,Actinopteri,Gobiiformes,Gobiidae,Gobiosoma,ginsburgi,Gobiosoma ginsburgi,NA,NA
Fis-137577,Actinopteri,Gobiiformes,Gobiidae,Buenia,affinis,Buenia affinis,-6,17
Fis-27325,Actinopteri,Gobiiformes,Gobiidae,Pomatoschistus,quagga,Pomatoschistus quagga,-6,20
Fis-49086,Actinopteri,Gobiiformes,Gobiidae,Millerigobius,macrocephalus,Millerigobius macrocephalus,-5,31
